row_number,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,AP_Principles,AP_A,other_comp,prior_time,languages,section,in_person_classes,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,kaki_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
66,24,Returning UNC Student,No,Environmental Science ,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,0 to 2 hours,2,2,2,5,2,4,5,2,2,1,5,5,4,5,7,1,4,4,3
67,23,Returning UNC Student,No,Exercise and Sports Science,Maybe,MATH 231,None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,1,1,1,7,3,1,6,4,5,5,5,,6,4,4,5,7,5,7
68,23,Returning UNC Student,No,Exercise and Sports Science,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,7,7,5,2,1,4,4,5,4,2,,,7,5,3,6,6,5
69,24,Returning UNC Student,No,Exercise and Sports Science,No,"MATH 129P, MATH 231",2-6 months,No,No,High school course (IB or other),1 month or so,Python,In-Person,,3 to 5 hours,5 to 10 hours,5,2,1,5,6,0,7,5,7,5,4,4,4,5,3,6,6,7,7
70,25,Non-degree seeking student,No,Exercise and Sports Science,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,3,2,6,4,1,6,5,7,6,5,,5,4,4,5,6,6,7
71,24,Returning UNC Student,No,Exercise and Sports Science,No,"MATH 130, STOR 120, STOR 151",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,1,1,7,4,1,6,6,6,6,6,,5,5,5,5,6,6,6
72,23,Returning UNC Student,No,Exercise and Sports Science,No,"MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,2,2,6,4,2,6,4,4,3,5,,,5,4,4,5,5,6
73,22,Returning UNC Student,No,Exercise and Sports Science,No,STOR 155,None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,6,1,1,7,1,2,5,3,2,2,2,2,3,7,7,1,1,1,1
74,22,Returning UNC Student,No,Geology,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,5 to 10 hours,0 to 2 hours,3,4,3,5,6,1,5,4,5,4,,,,5,4,5,6,7,6
75,24,Returning UNC Student,Yes - BA,Global Studies,No,"MATH 130, MATH 231, MATH 232, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",In-Person,,5 to 10 hours,5 to 10 hours,2,3,3,5,5,0,5,6,7,5,4,6,5,4,3,5,7,7,7
4,24,Returning UNC Student,No,Health Policy and Management,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,,Yes,5 to 10 hours,3 to 5 hours,3,4,2,7,4,3,7,5,6,5,7,,7,6,5,4,5,7,6
5,22,Returning UNC Student,No,Health Policy and Management,No,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,3,5,5,6,2,0,6,6,7,5,,,5,6,4,6,5,5,7
6,24,Incoming Transfer Student,No,Health Policy and Management,Yes,"MATH 129P, MATH 231, MATH 232, STOR 151",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,5 to 10 hours,6,7,2,7,2,2,7,6,7,5,,,7,7,6,3,6,7,7
7,21,Returning UNC Student,No,History,No,"MATH 129P, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,0 to 2 hours,6,2,1,7,7,0,7,7,7,7,,,,4,4,6,7,7,7
8,21,Returning UNC Student,No,History,No,"MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 151, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,1,1,7,7,0,7,5,7,6,,,,4,4,6,7,7,6
9,23,Returning UNC Student,Yes - Minor,History,No,"MATH 129P, STOR 113, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,3,3,5,6,0,7,4,7,5,4,4,4,3,4,6,7,6,7
10,23,Incoming Transfer Student,No,Information Science,Maybe,"MATH 130, MATH 231, STOR 155",7-12 months,No,No,Another college or community college,None to less than one month!,"Python, HTML / CSS",Remote,Yes,5 to 10 hours,3 to 5 hours,6,3,3,7,4,1,7,7,7,7,6,,7,6,5,6,7,7,7
11,24,Returning UNC Student,No,Information Science,Yes,MATH 231,None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,5,5,5,7,3,2,7,1,1,1,7,5,,6,3,5,5,7,3
12,24,Returning UNC Student,No,Information Science,Yes,MATH 129P,7-12 months,No,No,High school course (IB or other),None to less than one month!,"Python, HTML / CSS",In-Person,,5 to 10 hours,0 to 2 hours,3,2,1,7,2,3,6,6,7,4,6,7,7,6,7,4,6,7,6
13,24,Returning UNC Student,No,Information Science,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,10+ hours,6,3,3,6,3,0,5,5,6,3,,,5,6,6,3,6,6,5
14,23,Returning UNC Student,No,Information Science,No,"MATH 130, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,1,7,7,4,4,3,6,6,5,5,,6,6,7,7,2,5,5,5
15,24,Returning UNC Student,No,Information Science,Maybe,"MATH 130, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,5,5,2,1,2,4,6,2,7,7,6,7,5,7,2,5,6,4
16,24,Returning UNC Student,No,Information science,Yes,MATH 130,7-12 months,No,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#, R / Matlab / SAS",In-Person,,3 to 5 hours,3 to 5 hours,6,7,7,6,6,1,1,2,5,6,4,4,4,7,7,4,6,6,4
17,24,Returning UNC Student,No,Information Science,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,4,3,7,6,1,6,5,3,2,,,6,7,7,2,4,6,4
18,22,Returning UNC Student,No,Information Science,No,"MATH 130, STOR 155",7-12 months,No,No,On-line course,1-2 years,"BASIC, HTML / CSS",In-Person,,5 to 10 hours,5 to 10 hours,7,1,2,4,7,3,5,5,7,3,,,,5,5,4,5,6,6
19,23,Incoming First-year Student,No,Information Science,No,"MATH 130, MATH 152, STOR 155",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,3 to 5 hours,2,6,4,7,2,5,3,5,2,3,7,,7,7,7,1,6,6,4
20,23,Incoming First-year Student,No,Information Science,No,"MATH 130, MATH 152, STOR 155",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,3 to 5 hours,2,5,4,7,2,4,2,4,3,1,7,,7,7,7,1,6,6,4
21,23,Returning UNC Student,No,Information Science,No,"MATH 130, MATH 231",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,5,4,3,7,5,3,6,5,5,4,7,4,6,4,6,5,7,7,6
22,23,Incoming Transfer Student,No,Information Science,No,MATH 231,2-6 months,No,No,On-line course,2-6 months,"Python, R / Matlab / SAS, HTML / CSS, SQL",Remote,Yes,5 to 10 hours,5 to 10 hours,5,7,7,7,4,2,4,3,5,2,3,4,4,7,7,2,6,6,4
23,24,Returning UNC Student,Yes - Minor,Information Science,No,MATH 130,None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,10+ hours,3,5,4,4,4,2,3,4,4,5,4,6,5,7,6,4,4,6,4
24,23,Incoming Transfer Student,No,Information Science,No,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,3,7,7,4,6,0,6,3,7,4,,,,6,4,6,7,6,3
25,23,Returning UNC Student,No,Information Science ,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,,Yes,0 to 2 hours,5 to 10 hours,7,2,1,7,5,0,6,7,7,6,,,,4,3,5,6,6,7
26,24,Returning UNC Student,No,Information Science ,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,6,2,2,5,5,0,3,3,5,3,,,5,7,7,2,4,6,3
27,23,Incoming Transfer Student,No,Information Science ,Yes,"MATH 130, STOR 112 - Decision Models for Business",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,2,3,4,3,3,3,4,4,4,4,4,4,6,6,3,5,4,4
28,24,Incoming Transfer Student,Yes - BA,Information Science ,Maybe,STOR 155,2-6 months,No,No,Another college or community college,None to less than one month!,R / Matlab / SAS,Remote,Yes,0 to 2 hours,5 to 10 hours,4,4,5,7,3,1,7,6,7,5,4,4,4,6,4,6,7,7,6
29,24,Returning UNC Student,No,Journalism,No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,1,2,6,3,2,6,6,4,6,2,4,7,6,6,3,7,7,7
30,24,Returning UNC Student,No,Journalism,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,4,2,6,6,0,7,5,6,5,4,3,4,5,5,5,6,6,6
31,24,Returning UNC Student,No,Journalism,No,"MATH 129P, MATH 231, STOR 151",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,7,3,4,7,3,0,5,3,4,6,,,7,7,5,3,7,6,4
32,24,Returning UNC Student,No,Journalism,No,MATH 231,None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,3,5,5,7,5,1,5,6,6,5,5,,,7,5,4,5,7,6
33,24,Returning UNC Student,No,Journalism,No,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, STOR 120",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,1,1,7,6,0,7,6,7,2,,,6,5,3,5,6,6,6
34,24,Returning UNC Student,No,Journalism,Maybe,STOR 155,None to less than one month!,,,,,,In-Person,,10+ hours,5 to 10 hours,2,5,5,7,3,3,6,5,4,5,4,4,5,7,6,2,6,6,4
35,24,Returning UNC Student,No,Math,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 155",None to less than one month!,,,,,,,Yes,5 to 10 hours,5 to 10 hours,3,2,2,6,5,0,2,3,7,6,4,,,5,3,7,6,7,7
36,24,Returning UNC Student,No,Math,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,Yes,No,None,None to less than one month!,"Python, LISP / Scheme / Racket",In-Person,,3 to 5 hours,5 to 10 hours,5,5,6,5,6,0,6,6,6,6,7,,6,4,2,6,6,6,6
37,22,Returning UNC Student,No,Math,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 113",7-12 months,No,No,UNC,None to less than one month!,"R / Matlab / SAS, Mathematica",In-Person,,0 to 2 hours,10+ hours,2,1,1,6,6,1,5,1,6,1,4,1,1,6,5,4,6,6,4
38,24,Returning UNC Student,Yes - Minor,Math,No,"MATH 232, MATH 233",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,7,7,5,7,6,1,5,6,6,6,7,4,7,5,7,3,6,7,6
39,23,Returning UNC Student,No,Math,No,"MATH 130, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,6,3,1,7,4,5,6,5,5,5,5,,,7,6,5,6,4,6
40,23,Returning UNC Student,No,Math,Yes,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,4,2,2,4,4,2,3,4,3,4,5,4,4,5,5,2,3,4,3
41,24,Returning UNC Student,No,Math,No,MATH 130,None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,2,7,4,4,3,5,4,6,6,3,,,6,6,7,1,5,2,4
42,24,Returning UNC Student,Yes - Minor,Math ,Maybe,"MATH 231, MATH 232",2-6 months,No,No,On-line course,None to less than one month!,Python,Remote,Yes,5 to 10 hours,3 to 5 hours,5,7,7,7,5,4,6,6,6,6,5,5,7,7,5,2,6,7,6
43,24,Returning UNC Student,No,Math ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,2,4,4,7,7,1,7,5,6,6,5,5,7,5,4,6,7,7,6
44,24,Returning UNC Student,No,Math ,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,4,4,7,5,0,7,7,7,4,4,,,3,2,7,7,7,6
45,24,Returning UNC Student,No,Math ,No,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,,Yes,0 to 2 hours,10+ hours,5,1,1,7,2,3,6,3,4,5,6,,7,7,5,3,6,7,4
46,24,Returning UNC Student,No,Math ,No,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,5,1,1,7,5,0,7,7,6,3,6,,,5,4,5,6,7,7
47,24,Returning UNC Student,No,Math ,No,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, STOR 120",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,3,3,7,6,0,7,5,7,6,,,,5,5,6,7,7,7
48,24,Returning UNC Student,Yes - Minor,Math ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",1-2 years,Yes,No,No,7-12 months,Python,In-Person,,3 to 5 hours,3 to 5 hours,7,2,1,6,6,0,7,6,7,6,,,,4,2,5,6,6,7
49,24,Returning UNC Student,Yes - BS,Math ,No,"MATH 130, MATH 231, MATH 232, MATH 347 for Applications, MATH 381",1-2 years,Yes,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS",In-Person,,0 to 2 hours,3 to 5 hours,6,4,4,5,3,0,3,5,7,2,4,4,4,3,2,7,6,7,7
50,24,Returning UNC Student,No,Math ,No,MATH 231,None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,1,3,5,5,2,1,5,7,7,6,,,,4,3,6,6,5,6
51,25,Incoming First-year Student,No,Math ,Maybe,"MATH 129P, MATH 130, MATH 231, STOR 155",7-12 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, C / C++",Remote,Yes,0 to 2 hours,3 to 5 hours,5,5,5,6,4,0,6,5,6,5,,,,5,5,5,6,6,6
52,23,Incoming Transfer Student,No,Math ,No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,2,6,1,5,6,1,6,6,6,6,6,6,7,5,5,5,6,6,7
53,25,Incoming First-year Student,No,Math ,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233",7-12 months,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, HTML / CSS",Remote,Yes,3 to 5 hours,3 to 5 hours,5,2,2,7,3,0,7,7,7,7,,,7,4,3,5,7,7,7
54,22,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,3,5,5,7,5,1,5,4,6,5,5,,7,5,4,5,5,4,6
55,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,7,1,1,7,7,0,6,6,7,7,7,5,5,4,3,6,7,7,7
56,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, MATH 232",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#",In-Person,,,,2,1,1,4,4,0,6,5,7,5,,,,4,2,5,7,6,6
57,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,10+ hours,7,5,5,4,5,1,2,4,6,5,6,,7,6,5,3,7,7,5
58,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,2,2,7,6,2,7,7,5,3,7,7,7,5,5,4,7,7,5
59,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,No,None to less than one month!,Python,In-Person,,5 to 10 hours,5 to 10 hours,1,4,5,7,2,0,6,5,7,6,,,7,4,5,5,7,7,7
60,22,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,6,3,7,5,2,5,7,3,7,,3,4,6,5,2,4,1,6
61,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, C / C++, HTML / CSS",In-Person,,3 to 5 hours,5 to 10 hours,7,3,3,6,5,1,5,1,6,5,7,,,5,5,5,6,5,5
62,23,Returning UNC Student,No,Neuroscience,No,"MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,10+ hours,5 to 10 hours,4,1,1,7,5,0,6,4,7,6,,,,5,4,5,6,7,7
63,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,7,7,7,1,2,7,2,2,5,7,2,3,7,6,3,1,1,7
64,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,2,4,5,7,3,1,7,7,7,6,4,4,7,6,5,5,7,7,7
65,24,Returning UNC Student,No,Neuroscience,No,MATH 130,None to less than one month!,,,,,,In-Person,,0 to 2 hours,0 to 2 hours,6,7,7,7,2,4,2,1,2,2,,,,7,7,1,4,4,1
66,24,Returning UNC Student,No,Neuroscience,Maybe,MATH 232,None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,2,2,3,7,6,2,7,7,7,7,7,,5,4,3,6,7,7,7
67,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,10+ hours,3,5,6,7,6,2,3,6,7,6,,6,7,6,4,3,7,7,7
68,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,5,4,6,2,0,5,4,7,6,,,,5,4,4,7,4,7
69,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,2,1,1,6,7,0,7,7,6,5,,,5,6,3,6,7,7,7
70,24,Returning UNC Student,No,Neuroscience,Yes,"MATH 231, MATH 232",1-2 years,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, HTML / CSS",In-Person,,0 to 2 hours,3 to 5 hours,5,5,5,3,6,1,6,5,6,6,4,4,4,4,2,5,6,6,6
71,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,0 to 2 hours,10+ hours,5,3,2,6,3,1,5,5,3,6,6,,5,6,6,3,5,4,4
72,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,2,5,5,7,3,1,5,3,5,5,,,7,6,5,3,7,7,7
73,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 120",None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,3,1,1,6,7,0,6,7,7,7,,,,3,4,5,7,7,7
74,22,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 130, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,10+ hours,1,6,5,6,2,1,6,3,4,4,6,,6,7,6,2,3,5,4
75,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,6,3,5,3,1,3,4,4,3,4,5,5,7,7,2,4,1,4
76,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,7,5,3,3,1,1,5,5,5,5,6,,6,5,6,4,6,6,5
77,25,Incoming First-year Student,No,Neuroscience,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,3,7,7,4,4,1,4,4,4,3,3,3,4,4,5,4,5,5,4
78,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,10+ hours,5 to 10 hours,4,7,6,5,1,2,3,3,7,3,7,,,6,7,3,5,2,3
79,23,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,10+ hours,5 to 10 hours,5,4,4,5,4,0,2,3,5,4,2,2,2,5,5,3,5,5,4
80,23,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,5,5,7,3,2,5,2,5,3,,,5,5,5,4,5,7,5
81,22,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, MATH 381, PSYC 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,5 to 10 hours,1,5,5,7,5,3,6,5,6,6,7,,,5,5,2,7,7,5
82,24,Incoming Transfer Student,Yes - Minor,Neuroscience,No,"MATH 231, MATH 232",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,0 to 2 hours,2,3,3,7,7,1,4,1,7,5,,,,7,4,4,5,5,4
83,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,6,4,5,7,6,3,6,2,7,7,7,6,5,6,6,3,6,7,6
84,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,4,2,2,6,4,0,6,4,3,6,3,5,5,5,5,4,5,2,4
85,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,No,No,Another college or community college,None to less than one month!,"Python, Java / C#, C / C++, JavaScript / TypeScript",Remote,Yes,0 to 2 hours,5 to 10 hours,5,6,6,5,5,2,6,5,5,5,5,,,5,6,5,6,6,6
86,23,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 152, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,2,3,2,6,5,2,5,2,7,1,3,4,5,5,6,5,4,3,6
87,23,Returning UNC Student,No,Neuroscience ,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,7,1,1,7,5,1,5,6,6,5,5,,,6,5,4,6,6,6
88,22,Returning UNC Student,No,Neuroscience ,No,"MATH 231, MATH 232, PSYC 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,0 to 2 hours,5,1,1,5,4,1,3,1,4,3,,,6,6,6,3,2,5,3
89,22,Returning UNC Student,No,Neuroscience ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, PSYC 210, PSYC 215, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,4,3,2,7,5,1,6,5,7,5,6,5,6,5,6,5,7,7,7
90,24,Returning UNC Student,No,Neuroscience ,Maybe,"MATH 231, MATH 232",7-12 months,No,No,High school course (IB or other),2-6 months,"Python, Java / C#",In-Person,,3 to 5 hours,3 to 5 hours,3,2,1,6,6,0,6,6,7,7,,,,6,2,6,7,7,7
91,24,Returning UNC Student,No,Neuroscience ,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,1,3,3,3,4,0,7,5,7,3,,,,5,3,6,6,7,7
92,22,Incoming Transfer Student,No,Neuroscience ,No,"MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,0 to 2 hours,10+ hours,4,3,3,5,4,4,7,4,5,4,7,7,7,7,7,4,7,7,4
93,22,Returning UNC Student,No,Neuroscience ,No,"MATH 130, MATH 231, PSYC 210, STOR 151",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,6,6,7,5,2,6,6,6,7,6,,6,6,6,3,5,6,6
94,22,Returning UNC Student,No,Neuroscience ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 151, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,5,2,2,5,4,1,6,6,4,2,,,5,6,5,3,5,2,4
95,25,Incoming First-year Student,No,Neuroscience ,No,"MATH 130, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,0 to 2 hours,4,7,7,5,5,4,6,7,5,5,,,,7,7,1,6,2,4
96,23,Returning UNC Student,No,Neuroscience ,No,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,5,7,7,5,4,2,4,4,5,5,6,5,5,7,6,4,4,7,4
97,22,Returning UNC Student,No,Neuroscience ,No,"MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,2,2,7,3,3,6,6,6,6,,,,6,7,2,6,6,3
98,22,Returning UNC Student,No,Neuroscience ,No,"MATH 130, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,2,5,3,6,3,0,5,5,4,4,4,4,7,4,4,4,5,6,6
99,24,Returning UNC Student,No,Neuroscience ,No,"MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,5,4,4,7,5,0,7,5,7,7,5,5,6,4,4,5,7,7,7
100,22,Returning UNC Student,No,Neuroscience ,No,"MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,3,2,2,6,3,2,6,6,6,6,7,,7,4,4,4,6,6,6
101,22,Returning UNC Student,No,Neuroscience ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,1,1,1,7,5,1,3,6,6,5,7,7,4,5,6,3,5,6,5
102,24,Returning UNC Student,No,Nursing,No,"MATH 129P, STOR 151",None to less than one month!,,,,,,In-Person,Yes,5 to 10 hours,5 to 10 hours,5,6,5,7,4,1,6,6,4,6,5,,6,6,6,3,6,6,5
103,24,Returning UNC Student,No,Nursing,No,"MATH 130, STOR 151",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,6,3,6,7,6,2,6,7,5,5,2,5,7,7,6,3,6,3,6
104,23,Returning UNC Student,No,Nutrition,No,"MATH 231, MATH 232",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,6,3,1,7,6,1,7,6,7,5,6,,6,5,4,5,7,5,5
5,24,Returning UNC Student,No,Nutrition,Maybe,MATH 231,None to less than one month!,,,,,,,Yes,3 to 5 hours,3 to 5 hours,3,3,2,7,5,1,5,7,7,7,7,7,4,5,7,3,3,6,6
